KICID|kepmag|Length_Quarters|Length_days|numax|numax_err|dnu|dnu_err|amplitude|amplitude_err|fwhm|fwhm_err|maxbg|maxbg_err|
   2156988|   12.56| 16|  1221.3|   30.01|    0.82|   3.990|   0.035|  147.6|    6.3|   13.7|    1.4|   4930.2|    484.1|
   2157059|   13.13|  7|   467.3|   23.72|    0.18|   2.992|   0.016|  213.6|   12.8|    7.1|    0.7|  10671.4|   1282.9|
   2157650|   13.11| 18|  1318.1|  138.38|    0.81|  11.328|   0.024|   46.4|    1.7|   39.1|    1.8|     68.9|     14.3|
   2157725|   12.34| 18|  1318.1|   28.93|    0.66|   3.560|   0.029|   83.9|    4.8|   11.7|    3.4|   4223.5|    354.7|
   2157928|   13.62|  6|   457.8|   26.27|    0.43|   3.595|   0.117|  151.5|    6.6|   10.5|    1.2|   6895.0|    712.9|
   2157964|   11.10|  4|   206.3|   29.07|    1.35|   3.635|   0.133|  136.0|   13.9|   10.2|    1.8|   7091.7|   1037.1|
   2158410|   11.77| 18|  1318.1|   49.27|    1.87|   4.321|   0.030|   32.5|    2.3|   19.5|    2.0|    738.4|     52.6|
   2158815|   12.81|  7|   467.3|   32.53|    0.49|   4.148|   0.052|  115.0|    6.1|   11.1|    0.8|   5147.6|    370.7|
   2159728|   15.18| 14|  1111.8|   78.47|    1.31|   7.353|   0.035|   63.0|    6.6|   28.4|    4.3|    228.0|     50.5|
   2159864|   13.22|  9|   642.1|   76.87|    0.82|   6.946|   0.017|   53.8|    1.9|   31.1|    3.3|    135.5|     25.4|
   2160161|   11.95| 15|  1139.0|   45.86|    0.82|   4.695|   0.025|   64.5|    2.7|   18.9|    1.4|   1329.7|     77.9|
   2160572|   10.93| 17|  1235.8|   32.57|    0.54|   3.980|   0.020|  114.0|    6.2|   11.9|    1.1|   5789.8|    239.8|
   2160779|   13.94| 10|   777.2|   46.05|    0.62|   5.229|   0.016|   98.9|    5.6|   15.5|    1.1|   1828.1|    156.8|
   2160901|   12.06| 15|  1139.0|   58.84|    0.88|   5.673|   0.013|   64.6|    3.4|   21.5|    1.6|    875.4|     49.4|
   2160910|   13.28| 18|  1318.1|  117.75|    0.90|  10.399|   0.014|   48.6|    1.9|   36.0|    2.3|     82.3|     16.8|
   2161407|   13.59|  6|   457.8|   28.27|    1.12|   3.824|   0.083|  131.5|    6.7|   14.3|    5.1|   6805.3|    691.9|
   2161409|   13.20| 15|  1211.9|   98.88|    0.75|   8.576|   0.018|   43.8|    1.9|   30.2|    2.4|     78.5|      8.0|
   2161731|    8.18| 18|  1318.1|  101.90|    1.30|   8.142|   0.050|   30.1|    1.9|   40.2|    4.7|    108.2|     38.0|
   2161831|   13.11| 18|  1318.1|  145.52|    0.87|  12.406|   0.022|   46.6|    1.8|   40.1|    2.1|     54.8|     11.9|
   2162486|   12.78| 13|   959.9|   36.45|    0.43|   4.206|   0.033|   93.7|    4.5|   13.0|    1.0|   2721.9|    173.9|
   2163121|   13.70|  7|   548.2|   37.31|    0.90|   4.063|   0.040|   96.2|    8.6|   14.3|    1.6|   4999.2|    863.8|
   2163597|   12.97|  6|   380.8|   33.54|    1.10|   4.119|   0.046|  126.0|    5.9|   14.6|    1.9|   4308.6|    374.9|
   2163605|   13.94|  8|   630.5|   35.80|    0.88|   4.185|   0.430|   79.6|    7.5|   14.0|    2.1|   3146.7|    690.4|
   2163856|   11.70| 18|  1318.2|   74.72|    0.67|   6.101|   0.026|   29.4|    2.2|   18.7|    2.6|    410.4|     50.0|
   2164262|   12.63|  8|   557.6|   61.05|    0.52|   5.970|   0.013|   81.5|    3.7|   20.2|    1.1|    862.5|     71.6|
   2164327|   10.81| 18|  1318.2|   45.01|    0.97|   4.671|   0.027|   53.4|    2.1|   17.7|    0.8|    936.3|     46.6|
   2164379|   13.35| 18|  1318.2|  120.96|    0.76|  10.260|   0.018|   59.9|    2.1|   36.2|    1.4|    132.4|     22.1|
   2164874|   10.97| 18|  1318.2|   12.17|    0.57|   1.742|   0.082|  150.5|   13.4|    6.4|    1.6|  33519.7|   2784.6|
   2165198|   12.23| 18|  1318.2|   88.75|    1.06|   7.742|   0.014|   35.9|    2.0|   27.5|    2.5|    363.1|     31.6|
   2165371|   13.89| 16|  1276.3|    6.72|    0.14|   1.250|   0.054|  475.1|   41.4|    2.9|    0.5| 337806.2|  38844.1|
   2165450|   10.95| 18|  1318.2|  105.68|    1.43|   8.135|   0.031|   29.4|    1.3|   41.9|    3.5|    154.9|     21.6|
   2165589|   13.49|  8|   557.6|   28.40|    0.58|   3.882|   0.099|  162.2|    7.2|   12.0|    2.2|   8349.4|    727.6|
   2165615|   12.97| 18|  1318.2|   37.78|    0.98|   4.161|   0.052|  136.0|   11.4|   14.4|    1.4|   9611.6|   1746.9|
   2165710|   12.74|  9|   642.1|   36.68|    0.43|   4.184|   0.022|   86.3|    6.2|   12.6|    1.2|   1746.5|    560.7|
   2165894|   12.75|  7|   467.3|   57.59|    0.64|   5.732|   0.016|   90.6|    3.6|   19.0|    0.9|   1266.4|     82.6|
   2166119|   13.92| 17|  1308.7|  144.16|    0.85|  12.328|   0.024|   49.2|    2.6|   36.8|    2.2|     88.1|     22.3|
   2166223|   13.03|  9|   642.1|   66.37|    0.67|   6.491|   0.017|   53.2|    2.6|   25.2|    2.7|    238.8|     38.2|
   2166393|   13.85|  6|   457.9|   40.40|    0.62|   4.330|   0.014|   89.8|    4.8|   14.0|    0.9|   1813.5|    285.6|
   2166709|  13.875| 17| 1308.74|  225.74|    2.64|  17.622|   0.050|     --|     --|     --|     --|     --|     --|
   2166766|   12.27| 15|  1139.0|   47.24|    0.52|   4.723|   0.068|   66.6|    5.4|   12.2|    5.5|   2427.7|    272.8|
   2166769|   13.23|  9|   642.1|   61.33|    2.23|   5.768|   0.089|   42.6|    4.2|   34.8|    6.9|    207.4|    153.7|
   2167447|   13.68|  7|   548.2|   37.18|    0.93|   4.222|   0.039|  102.0|    5.7|   15.7|    1.5|   2957.2|    555.3|
   2167774|    9.85| 18|  1318.2|   59.70|    0.56|   5.794|   0.009|   75.0|    3.3|   17.2|    1.3|    914.3|     43.6|
   2168184|   13.49|  6|   457.9|   30.00|    0.78|   3.712|   0.070|   91.6|    5.8|   13.4|    1.7|   5186.2|    471.0|
   2282855|   12.14|  2|    41.9|   42.54|    2.24|   4.377|   0.352|   80.4|   18.9|   11.7|    2.2|   2856.2|    603.0|
   2283075|   10.91| 18|  1317.9|   69.12|    0.61|   6.470|   0.014|   65.2|    2.6|   21.9|    1.0|    586.2|     37.3|
   2283093|   11.24| 15|  1138.8|   12.14|    0.57|   1.513|   0.034|  101.0|    8.6|    5.6|    1.5|  17227.7|   1540.0|
   2283435|   12.19| 18|  1317.9|   31.13|    1.07|   4.143|   0.077|  116.7|    6.9|   11.1|    1.2|   7302.8|    463.8|
   2283532|   12.88| 18|  1317.9|   37.85|    0.70|   4.342|   0.013|  117.7|    5.2|   14.9|    1.3|   2502.3|    243.9|
   2283721|   12.93| 18|  1317.9|   79.73|    0.61|   7.787|   0.011|   74.0|    3.6|   25.9|    1.3|    341.9|     98.6|
   2284278|   12.05| 18|  1317.9|    7.71|    0.36|   1.190|   0.018|  368.5|   38.1|    3.0|    0.5| 186815.9|  15062.2|
   2284330|   12.18| 15|  1138.8|   28.73|    0.81|   3.643|   0.040|  113.6|    5.2|   13.0|    1.4|   3752.6|    291.2|
   2284679|   11.40| 18|  1317.9|  198.02|    0.82|  16.150|   0.024|   38.6|    1.6|   48.2|    1.8|     23.3|      6.7|
   2285551|   13.99|  5|   371.3|   56.86|    0.67|   5.881|   0.030|   76.1|    7.9|   13.5|    1.7|   2405.5|    335.6|
   2285776|   13.08| 16|  1221.1|   33.28|    0.70|   4.013|   0.029|  121.6|    5.0|   13.4|    1.4|   3632.9|    453.1|
   2285827|   12.82| 18|  1317.9|  167.32|    1.04|  13.210|   0.018|   42.2|    1.6|   48.5|    2.0|     68.9|     11.8|
   2285898|   10.84| 18|  1317.9|   24.82|    0.59|   3.794|   0.053|  169.6|   10.8|    9.8|    1.0|  19040.3|    894.2|
   2285941|   14.00| 17|  1308.5|  148.74|    1.16|  12.615|   0.024|   43.7|    2.5|   41.6|    2.9|     51.0|     11.0|
   2297384|   14.27| 17|  1308.6|   31.07|    0.90|   3.743|   0.053|  143.8|    5.8|   13.7|    1.3|   6452.5|    496.8|
   2297785|   11.68| 18|  1318.0|   48.68|    0.78|   4.672|   0.038|   51.0|    2.1|   17.8|    1.4|    787.7|     54.2|
   2297825|   14.28| 17|  1308.6|   31.40|    0.76|   3.790|   0.072|  148.3|    8.2|   13.0|    2.6|  12155.9|    945.4|
   2299888|   13.83| 17|  1308.7|   29.10|    0.82|   4.277|   0.076|  131.4|    6.9|   12.2|    1.6|   7913.6|    590.5|
   2299926|   12.07| 18|  1318.1|   41.69|    0.77|   4.510|   0.020|   74.1|    3.3|   16.8|    1.5|   1666.9|    107.4|
   2300227|   13.86| 17|  1308.7|   61.14|    0.48|   6.298|   0.015|   86.7|    4.3|   20.1|    1.3|    645.3|    119.0|
   2300329|   13.02|  6|   380.8|   15.60|    0.42|   2.191|   0.037|  238.4|   18.7|    6.4|    0.7|  23022.1|   4576.4|
   2300494|   13.81|  8|   630.5|   34.20|    0.85|   4.086|   0.032|  120.8|    5.2|   15.6|    1.6|   3695.9|    470.5|
   2300503|   10.20| 18|  1318.1|   13.78|    0.27|   1.958|   0.013|  227.5|   14.4|    5.5|    0.8|  23232.6|   2093.6|
   2300853|   13.24|  6|   457.8|   34.06|    0.46|   4.126|   0.044|  150.9|    6.4|   12.7|    0.8|   4992.8|    535.1|
   2300962|   13.93|  6|   457.8|   30.00|    1.00|   4.075|   0.024|  133.1|    6.5|   13.3|    2.0|   4689.7|    511.9|
   2301349|   13.43| 18|  1318.1|   65.68|    0.60|   6.382|   0.013|   81.9|    3.5|   20.8|    1.1|    863.7|     85.8|
   2301577|   13.29| 15|  1211.9|   35.98|    0.95|   4.241|   0.051|  113.0|    6.6|   15.1|    1.4|   3833.9|    578.9|
   2302010|   13.08|  8|   557.6|   32.84|    0.45|   3.974|   0.020|  130.4|    6.3|   11.4|    0.8|   4119.3|    403.7|
   2303101|   13.20| 18|  1318.1|  170.06|    1.05|  13.872|   0.041|   46.7|    2.3|   44.1|    2.1|     58.7|     13.1|
   2303200|   12.89| 18|  1318.1|   54.69|    0.54|   5.667|   0.014|   80.5|    3.5|   17.9|    1.1|   1003.3|     69.5|
   2303304|   13.94| 17|  1308.7|   39.50|    0.60|   4.677|   0.012|  104.3|    5.7|   14.2|    1.6|   1760.1|    434.2|
   2303367|   10.18| 18|  1318.1|   34.06|    0.94|   4.090|   0.021|  117.6|    4.7|   14.6|    1.4|   3714.5|    307.8|
   2303414|   13.25| 17|  1292.3|   65.29|    0.84|   6.266|   0.019|   53.9|    4.1|   19.4|    2.3|    784.3|    110.2|
   2303610|   13.63|  2|   114.1|   18.37|    0.92|   2.498|   0.099|  210.1|   32.0|    7.2|    1.5|  15456.4|   2553.3|
   2303756|   12.46|  9|   642.1|   27.26|    0.78|   3.892|   0.045|   96.5|    6.5|   13.0|    2.7|   5759.7|    608.6|
   2303870|   11.90|  4|   206.3|   22.30|    0.76|   2.983|   0.085|  171.6|   15.1|    8.2|    3.3|  10378.9|   1450.2|
   2303954|   13.75| 15|  1211.9|   64.77|    0.70|   6.505|   0.017|   78.3|    3.2|   25.8|    2.7|    388.8|    109.6|
   2304104|   12.57|  7|   467.3|   34.04|    0.97|   3.920|   0.060|  111.6|    4.8|   15.9|    2.5|   1889.2|    575.1|
   2304765|   12.12| 18|  1318.1|    7.01|    0.36|   1.031|   0.026|  223.7|   23.5|    3.1|    0.7| 115474.2|  10907.5|
   2304883|   12.68|  8|   557.6|   27.95|    0.61|   3.775|   0.076|  165.1|    6.9|   12.5|    1.5|   7734.1|    725.2|
   2305082|   13.72|  7|   548.1|   27.89|    0.40|   4.253|   0.054|  154.3|    9.3|   12.1|    1.7|   7221.7|    828.1|
   2305145|   13.10| 17|  1308.7|  103.03|    2.08|   8.295|   0.068|   34.4|    1.1|   55.4|    6.8|     41.6|      4.7|
   2305407|   12.43| 18|  1318.2|  170.48|    3.35|  13.082|   0.024|   17.9|    1.4|   87.9|   12.5|     14.9|      1.3|
   2305479|   12.67| 17|  1235.8|   79.10|    0.61|   7.422|   0.009|   80.2|    3.1|   24.2|    0.9|    491.8|     57.2|
   2305590|   11.60| 15|  1139.0|   49.46|    0.42|   5.299|   0.015|   92.9|    4.4|   15.4|    0.9|   1453.6|    100.7|
   2305930|   10.80| 18|  1318.2|   27.23|    0.88|   3.959|   0.133|  100.1|   13.2|   11.5|    3.4|   8283.8|   1584.9|
   2305969|   13.26|  7|   467.3|   29.03|    0.56|   3.839|   0.066|  147.1|    7.4|   12.7|    1.4|   8009.5|    687.1|
   2305987|   13.17|  7|   548.2|   53.45|    1.46|   5.489|   0.015|   68.4|    3.7|   22.7|    3.4|    926.1|    107.2|
   2305992|   11.99| 18|  1318.2|  101.00|    0.62|   8.880|   0.014|   60.5|    2.7|   29.8|    1.4|    226.5|     35.4|
   2306481|   12.64| 10|   724.5|   36.59|    0.51|   4.200|   0.051|   93.9|    3.9|   14.4|    1.3|   2536.5|    258.6|
   2307683|   11.55| 18|  1318.2|   39.95|    0.51|   4.309|   0.012|   87.7|    3.9|   13.0|    0.8|   2135.9|    155.8|
   2308196|   13.71| 15|  1211.9|   71.56|    0.64|   7.006|   0.023|   68.1|    3.2|   25.3|    3.5|    424.5|     46.8|
   2308429|  12.959| 18| 1318.18|  263.03|    4.00|  18.571|   0.136|     --|     --|     --|     --|     --|     --|
   2308762|   11.96| 18|  1318.2|    5.67|    0.23|   1.056|   0.036|  477.8|   41.5|    2.4|    0.5| 266752.7|  28180.1|
   2308968|   15.15| 17|  1308.7|   34.23|    0.59|   5.112|   0.116|   92.1|    6.5|   13.4|    1.5|   3785.4|    488.7|
   2309235|   12.79|  8|   632.7|   35.22|    0.93|   4.080|   0.066|  102.3|    4.2|   17.5|    1.3|   1336.2|    404.0|
   2309286|   12.67|  8|   557.6|   40.34|    0.56|   4.044|   0.015|   81.2|    4.1|   14.5|    1.2|   1475.1|    211.3|
   2309469|   11.61| 18|  1318.2|   28.30|    0.51|   3.541|   0.031|  138.7|    6.4|   11.6|    1.3|   6755.1|    439.7|
   2309550|    9.21| 18|  1318.2|   50.32|    1.17|   5.056|   0.036|   49.8|    3.1|   21.0|    2.1|    848.5|     93.1|
   2309617|   12.77|  8|   557.6|   33.12|    0.61|   4.164|   0.041|  128.3|    6.0|   14.3|    1.6|   3062.2|    341.8|
   2309720|   13.50| 18|  1318.2|  154.12|    1.01|  12.452|   0.032|   39.6|    1.7|   38.9|    2.0|     31.3|      9.0|
   2310571|   13.14|  6|   380.8|   29.97|    1.01|   4.048|   0.298|  131.5|    7.6|   12.4|    4.2|   5604.2|    945.6|
   2311069|   13.48|  7|   467.3|   31.22|    0.49|   3.709|   0.017|  153.8|    7.2|   11.7|    1.3|   3638.1|    876.9|
   2311548|   13.79|  7|   548.2|   36.48|    0.96|   4.078|   0.049|  114.4|    7.9|   15.0|    2.9|   5879.2|    810.8|
   2421920|   13.66| 13|  1032.6|   31.75|    0.50|   3.759|   0.015|   94.5|    7.1|   11.7|    1.4|   2951.4|    664.7|
   2422073|   11.19| 17|  1235.6|   26.15|    0.45|   3.247|   0.012|  143.9|    7.4|    9.4|    0.6|   5888.4|    430.0|
   2422558|   13.00| 17|  1308.5|  110.23|    0.68|   9.341|   0.020|   52.8|    2.0|   35.4|    1.8|    153.7|     25.4|
   2422568|   12.81| 15|  1211.7|   28.84|    0.83|   4.018|   0.094|  147.5|    6.6|   12.9|    1.6|   7584.7|    435.0|
   2422635|   12.06| 18|  1317.9|  109.27|    1.51|   9.384|   0.013|   38.1|    2.0|   41.6|    5.3|    123.8|     34.5|
   2423694|   13.51|  9|   642.1|   67.43|    0.85|   6.276|   0.022|   50.2|    3.6|   19.3|    2.6|    735.3|    101.7|
   2423737|   12.51| 15|  1138.8|   37.76|    0.98|   4.265|   0.047|   85.7|    3.2|   16.2|    1.4|   2096.5|    161.0|
   2423824|   11.05| 18|  1317.9|   22.02|    0.51|   2.686|   0.048|   81.3|    4.5|    9.2|    1.0|   5237.0|    299.3|
   2423932|   13.04|  6|   370.7|   18.51|    0.56|   2.368|   0.020|  248.8|   15.6|    7.5|    1.3|  13422.5|   1678.1|
   2424822|   11.68| 18|  1317.9|   95.00|    0.90|   8.060|   0.013|   35.9|    2.3|   28.7|    2.6|    214.2|     37.7|
   2424934|   10.38| 18|  1317.9|   33.70|    0.56|   3.988|   0.034|  121.6|    4.8|   13.8|    1.2|   3512.9|    232.9|
   2424955|   10.74| 18|  1317.9|   51.65|    0.61|   5.378|   0.010|   81.3|    3.3|   17.1|    0.9|   1271.1|     60.3|
   2425044|   13.02|  8|   557.5|   44.03|    0.63|   4.448|   0.013|   71.6|    3.7|   18.2|    1.8|   1377.0|    135.4|
   2425316|   13.77|  6|   457.8|   17.57|    0.47|   2.462|   0.018|  237.7|   13.0|    6.8|    0.8|  17200.9|   2444.2|
   2425348|   12.66|  9|   642.1|   31.78|    0.74|   3.582|   0.019|  105.3|    4.5|   13.0|    0.9|   2931.5|    238.4|
   2425375|   12.97| 16|  1221.1|   42.03|    0.59|   4.411|   0.012|   86.6|    3.7|   16.2|    1.3|   1846.9|    125.3|
   2425631|   11.03| 18|  1317.9|   21.12|    0.35|   2.568|   0.011|  151.2|    9.1|    8.2|    1.1|   7438.5|    603.1|
   2435987|   14.57| 17|  1308.6|   38.54|    0.60|   4.203|   0.014|  115.8|    6.1|   13.3|    1.2|   4008.9|    482.1|
   2436097|   14.68| 17|  1308.6|   42.74|    0.61|   4.514|   0.012|  108.7|    8.7|   13.6|    1.9|   3672.5|   1165.9|
   2436209|   14.86| 17|  1308.6|   57.88|    0.57|   5.724|   0.017|   86.5|    6.6|   16.8|    2.6|   2007.0|    421.7|
   2436332|   14.34| 17|  1308.6|   28.45|    0.57|   3.396|   0.013|  153.7|    8.4|   11.0|    1.2|   5796.4|    637.0|
   2436417|   14.15| 17|  1308.6|   27.08|    0.62|   3.454|   0.023|  172.9|    7.9|   11.6|    1.1|   9596.3|    727.9|
   2436457|   13.26| 18|  1318.0|  103.18|    0.80|   9.574|   0.017|   57.3|    1.9|   32.1|    1.5|     94.9|     13.0|
   2436458|   14.60| 17|  1308.6|   37.76|    0.79|   4.152|   0.010|  105.1|    5.4|   13.6|    1.4|   3338.3|    319.2|
   2436540|   14.89| 17|  1308.6|   58.37|    0.80|   5.786|   0.016|   73.3|    5.0|   21.9|    2.7|    905.8|    254.7|
   2436676|   15.63| 17|  1308.6|  133.61|    2.90|  11.310|   0.084|   58.1|    6.1|   45.6|   11.7|     25.6|     13.6|
   2436688|   15.15| 17|  1308.6|   76.30|    0.96|   7.211|   0.016|   81.3|    4.0|   30.1|    4.5|    208.6|     40.6|
   2436732|   14.17| 17|  1308.6|   31.07|    0.81|   3.686|   0.032|  162.6|    8.5|   13.2|    2.2|  13626.0|   1053.4|
   2436814|   14.21| 17|  1308.6|   24.24|    0.43|   3.115|   0.013|  195.7|   15.8|    8.3|    5.0|  27191.0|   2365.9|
   2436824|   14.52| 17|  1308.6|   33.99|    0.36|   3.852|   0.013|  131.5|    7.4|   11.8|    0.9|   3673.7|    464.2|
   2436900|   14.50| 17|  1308.6|   35.79|    0.50|   4.035|   0.016|  120.8|    6.5|   12.6|    1.0|   3721.2|    394.4|
   2436912|   14.18| 17|  1308.6|   30.25|    0.69|   3.789|   0.024|   93.0|    6.5|   13.0|    1.7|   5086.0|    380.3|
   2437040|   14.20| 17|  1308.6|   25.59|    0.56|   3.065|   0.015|  121.9|    6.4|   10.4|    2.2|   6517.1|    574.6|
   2437103|   14.32| 17|  1308.6|   29.10|    1.59|   3.789|   0.047|  109.8|    7.2|   14.0|    3.9|   3908.3|    831.3|
   2437191|   12.64|  6|   457.8|  133.93|    1.06|  11.123|   0.044|   37.6|    2.2|   42.2|    3.6|    104.7|     32.6|
   2437240|   14.70| 17|  1308.6|   45.74|    0.74|   4.843|   0.012|   99.1|    5.4|   17.1|    1.3|   2027.6|    254.8|
   2437340|   13.53| 17|  1308.6|    8.48|    0.20|   1.372|   0.012|  486.2|   57.0|    2.9|    0.6| 174927.4|  13487.8|
   2437353|   14.18| 17|  1308.6|   32.05|    0.81|   3.859|   0.032|   91.0|    4.5|   18.4|    4.0|   4479.6|    314.6|
   2437402|   14.72| 17|  1308.6|   48.27|    0.84|   4.792|   0.027|   74.6|   11.3|   11.6|    2.3|   5175.5|    916.8|
   2437444|   13.99| 17|  1308.6|   19.10|    0.47|   2.454|   0.017|  158.8|   13.4|    7.6|    1.5|  15015.7|   1229.9|
   2437488|   14.96| 17|  1308.6|   63.99|    0.73|   6.270|   0.018|   74.6|    3.0|   23.5|    4.5|    451.8|     55.4|
   2437507|   14.09| 17|  1308.6|   20.55|    0.32|   2.606|   0.011|  209.9|   12.3|    8.2|    1.0|  14721.4|    979.4|
   2437539|   14.59| 17|  1308.6|   47.74|    0.60|   4.900|   0.015|   94.0|    7.8|   15.4|    1.8|   2277.3|    547.9|
   2437564|   14.28| 17|  1308.6|   32.83|    0.86|   3.836|   0.042|  103.9|    5.2|   14.4|    1.9|   4131.0|    372.3|
   2437589|   14.30| 17|  1308.6|   46.72|    0.87|   4.608|   0.014|   70.7|    5.0|   16.0|    1.5|   2149.6|    224.4|
   2437653|   15.16| 17|  1308.6|   73.88|    0.63|   7.010|   0.016|   77.2|    4.2|   23.7|    1.8|    249.3|     58.7|
   2437692|   11.24| 15|  1211.8|   44.85|    1.81|   4.774|   0.026|   46.6|    3.0|   21.1|    1.3|   1185.5|     57.9|
   2437698|   14.24| 17|  1308.6|   31.07|    1.05|   3.732|   0.025|  109.2|    5.0|   14.9|    1.9|   4888.3|    455.5|
   2437781|   15.16| 17|  1308.6|   85.02|    0.72|   7.805|   0.031|   66.2|    3.9|   25.6|    2.3|    138.0|     43.9|
   2437804|   14.16| 17|  1308.6|   26.85|    1.02|   3.385|   0.034|  157.6|    8.4|   13.3|    2.4|   7767.9|    705.5|
   2437805|   14.21| 17|  1308.6|   33.08|    1.17|   3.794|   0.072|   68.6|    5.3|   13.1|    2.2|   3796.8|    262.2|
   2437816|   13.98| 17|  1308.6|   17.72|    0.33|   2.344|   0.012|  239.5|   19.5|    7.5|    1.0|  24179.1|   2048.7|
   2437957|   15.29| 17|  1308.6|   93.30|    0.76|   8.523|   0.017|   68.9|    4.4|   28.9|    3.0|     99.1|     23.2|
   2437965|   13.32| 17|  1308.6|    7.45|    0.28|   1.334|   0.019|  436.5|   43.3|    3.5|    0.8| 273577.0|  21248.5|
   2437976|   15.33| 17|  1308.6|   88.22|    0.88|   8.134|   0.020|   73.2|    3.3|   27.2|    1.9|    147.6|     43.7|
   2437987|   14.19| 17|  1308.6|   30.02|    0.80|   3.746|   0.037|  121.8|    6.2|   13.9|    2.0|   7782.7|    555.9|
   2438038|   15.00| 17|  1308.6|   62.52|    0.64|   6.158|   0.012|   91.3|    4.9|   20.7|    3.0|    370.8|     49.4|
   2438051|   14.15| 17|  1308.6|   33.51|    1.31|   3.658|   0.116|   51.9|    7.3|    9.4|   10.0|   4694.3|    377.7|
   2438094|   15.34| 17|  1308.6|   10.52|    0.58|   1.598|   0.022|  257.3|   28.5|    4.1|    1.5| 115697.1|  12175.3|
   2438140|   14.98| 17|  1308.6|   71.01|    0.80|   6.750|   0.013|   69.6|    3.9|   21.4|    1.9|    751.6|    112.0|
   2438333|   14.93| 17|  1308.6|   61.30|    0.63|   6.070|   0.014|   96.2|    5.1|   21.0|    1.6|    831.7|    149.5|
   2438368|   11.52| 16|  1221.2|   84.73|    0.83|   7.029|   0.028|   45.9|    1.8|   29.7|    1.9|    257.4|     48.6|
   2438470|   15.22| 12|   939.6|   65.50|    0.84|   6.442|   0.023|  103.5|    5.2|   21.6|    1.9|    368.7|     86.8|
